Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",country,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Bolivia,BOL,91.5,52.78368337981424,14.0,65.437,8757.317771154065,37.4868,7353.929723608464,-4.620602258456358,1083300.0,8736031382.0,9839319301.0,1.75943591545975,-10525.0,32.6203561511634,61.8000754445988,53.0769230769231,14.2,6412.17321362626,68.3958051297665,67.3596828992072,Bolivia,5834.0,829.0,62.7,884.0,-31.0,862.0,749.0,393.0
Brazil,BRA,99.7,32.16812824160303,14.0,58.787,14821.438317518334,58.328,16619.43292661108,7.566175007869049,8358140.0,188086189100.0,180904225306.0,1.36551715396161,-173611.0,22.4022029603472,69.6409897160951,9.94152046783626,43.7,17989.915910744716,85.6935697061881,26.25708503243282,Brazil,6547.0,907.0,64.7,799.0,-19.0,771.0,687.0,325.0
Barbados,BRB,100.0,28.256026354411933,11.0,59.018,19185.518640792416,72.0,30104.41735890064,2.5804295408583755,430.0,400548233.0,1617669370.0,,-65.0,19.184200150543,67.8941897559052,16.6666666666667,3.0,41164.61593481477,59.2450700899645,16.257975305673074,,,,,,,,,
Brunei Darussalam,BRN,100.0,32.6256243527052,9.0,60.623,62707.8264437741,71.2,235063.954440397,-17.612742980300155,5270.0,6353266391.0,3230257503.0,3.27929046083748,356.0,23.5771645253623,72.2660325453002,,0.0,32043.52997806816,74.9484620568562,5.590233578209591,,,,,,,,,
Bhutan,BTN,95.4,39.98489783001446,,61.593,10213.813960892168,39.8,26143.484527418103,3.209777274453174,38117.0,685953897.0,1730905643.0,,450.0,26.9546513857346,67.4120801816861,8.51063829787234,81.6,8877.745753675836,36.6983375690037,72.7974166519113,Bhutan,5082.0,848.0,62.6,0.83,276.0,634.0,723.0,312.0
Botswana,BWA,62.1,55.32455836407204,,50.428,14143.694073372764,37.3121,42896.09751177408,3.730305856295459,566730.0,6329690145.0,8042790156.0,2.82519449903662,-9599.0,34.3502371244962,62.0886517467422,9.52380952380952,26.1,15693.082933136622,65.4103584313295,27.899261046599328,Botswana,3762.0,816.0,52.8,857.0,-105.0,0.86,676.0,261.0
Central African Republic,CAF,12.7,99.93278119353464,10.0,69.181,768.8708879991735,2.9,1560.1709842964676,2.708263107852815,622980.0,190201178.0,455532927.0,1.57531677890907,-63045.0,49.0065874678584,49.0395620696385,,92.9,2205.504079244365,39.9824421267351,79.6020025399142,,,,,,,,,
Canada,CAN,100.0,23.95715751349394,10.0,61.311,44668.09128143034,90.0,103401.58412398124,-0.86765132022812,8965590.0,408291050226.0,440776394915.0,1.15270937445521,224332.0,16.2326789820677,67.7571212622664,26.0355029585799,22.3,72620.84392296021,81.2465670276699,10.474287242647762,Canada,7413.0,939.0,71.1,931.0,249.0,427.0,792.0,286.0
Central Europe and the Baltics,CEB,99.53847098632986,22.173732852755744,10.0,51.67408955247552,25780.2388673448,,26994.916239453378,1.234536458596125,1105835.6,709899100520.0,706797779254.0,1.5291644701186264,-70563.0,15.071526341870202,67.9701897367769,20.11648745519713,17.159498207885303,27021.8017953774,61.97088775520374,16.28288473980925,,,,,,,,,
Switzerland,CHE,100.0,22.0935071519388,11.0,64.942,65265.04573355997,87.4791,177091.54932851702,-1.2650567013788103,39510.23,289806245654.0,251498058581.0,0.651341082840214,71876.0,14.8583873314297,67.2522559933481,32.0,23.9,143845.40033468182,75.6044960143169,10.26878120485536,Switzerland,7572.0,938.0,71.7,928.0,102.0,0.21,794.0,166.0
Channel Islands,CHI,100.0,23.00159271899886,,54.314,,,,3.034151363269615,198.0,,,,432.0,15.4621010739992,67.2205414962574,,,,32.6907784276403,4.679348685250567,,,,,,,,,
Chile,CHL,99.7,28.97679544379925,12.0,58.149,22468.31257455472,76.6296,34135.62110617424,4.954365530025754,741682.76,61699196108.0,60831510398.0,1.9096233898132,55689.0,19.9392518422991,68.8110909659556,15.8333333333333,25.1,24407.003683688443,87.4653320342387,19.840745401878483,Chile,6533.0,827.0,69.4,769.0,34.0,812.0,752.0,333.0
China,CHN,100.0,25.573844572549792,9.0,66.078,13463.333151110472,50.3,20703.05481512005,0.1372612006023956,9388211.0,2275977192969.0,1457431008809.0,1.77677106896806,-646941.0,18.3181445490203,71.6284345359877,23.6228455559311,12.2,18479.44998514546,57.3297843933105,37.3670101435152,China,5304.0,794.0,68.0,,-247.0,,667.0,171.0
Cote d'Ivoire,CIV,62.6,76.41361942227002,10.0,65.217,4403.642966189985,38.44,11317.612107235314,4.775682372708275,318000.0,12469684137.0,10081067663.0,1.24391728133935,522.0,42.2235181195058,55.2565346841825,9.16334661354582,64.5,6374.200518980142,49.4694894689553,73.3441705576149,Ivory Coast,4445.0,704.0,52.5,0.8,-55.0,744.0,614.0,347.0
Cameroon,CMR,58.6,79.93284704979544,6.0,68.65,3497.660675639586,18.3,6380.487431725324,0.309791677780538,472710.0,3997911346.0,6085054847.0,1.09889864309409,42008.0,43.159531273307,53.994740112473,31.1111111111111,78.1,4598.072354105447,52.6440863142742,73.5754353091425,Cameroon,5038.0,646.0,51.8,791.0,44.0,868.0,624.0,346.0
"Congo, Dem. Rep.",COD,16.6,90.382432839572,6.0,62.391,910.3931316386568,3.8,7023.298589285162,-1.4208820605930867,2267050.0,8682416554.0,8064061995.0,1.22338305167721,-17711.0,45.9896387919023,50.8833816366305,8.94308943089431,95.8,1989.7158202541216,41.3435764444694,80.9942726162592,Congo (Kinshasa),3903.0,767.0,52.4,574.0,-46.0,866.0,538.0,301.0
"Congo, Rep.",COG,44.3,75.60021474347745,10.0,54.475,4715.134315816243,7.61597,15967.888740071974,-17.253987544945787,341500.0,7871293654.0,10386484207.0,,-18207.0,41.9067928402504,55.4321113712672,7.35294117647059,64.2,7140.515054988128,63.135592763847,75.49059900903866,Congo (Brazzaville),4691.0,642.0,54.9,0.85,-126.0,841.0,555.0,261.0
Colombia,COL,98.2,35.80261696229063,12.0,61.275,13332.055504821144,55.905,19459.02587975225,2.4493284205200325,1109500.0,34391313483.0,52432809168.0,3.10996008410671,-41123.0,24.489485993707,68.40138641436,19.8795180722892,31.1,11720.89172533554,77.1636280538646,43.7094749790026,Colombia,6388.0,0.89,68.3,791.0,-103.0,843.0,803.0,292.0
Comoros,COM,74.1,71.14823399721455,6.0,44.226,2949.4734224099275,7.45916,2842.113849447238,-0.5229811208031663,1861.0,16007482.0,212931039.0,,-2815.0,39.7896879240163,55.9251502032526,3.03030303030303,67.0,6240.904742400383,30.3732008585112,57.58684485235597,,,,,,,,,
Cabo Verde,CPV,86.4,43.543846901371424,10.0,52.109,6773.486799693858,42.683,6179.321499655165,1.6204075588104274,4030.0,66829274.99999999,590887068.0,0.510089039086437,-6226.0,28.7705640294032,66.0728522122158,20.8333333333333,26.4,9655.676273455692,66.9045094767116,36.5856223446767,,,,,,,,,
Costa Rica,CRI,99.4,32.78906061680684,13.0,57.523,17525.1404625145,59.763,28430.18835403872,3.9552153969885495,51060.0,9576720498.0,15147750930.0,,1617.0,22.5297805320568,68.7112504393645,33.3333333333333,38.3,26908.219487047616,75.0198195767549,26.533300296031587,Costa Rica,6854.0,878.0,70.0,907.0,-66.0,761.0,811.0,286.0
Caribbean small states,CSS,96.20019484533717,35.358829598591186,7.0,57.33506471330764,20632.337685164533,,37612.87290193425,2.7800967996916057,398527.61,14689806174.0,20136862309.999992,,-6976.0,24.1407158682696,68.27350620553528,20.88772845953005,6.197360248447205,30848.160807552653,50.16791130394144,19.79425311787186,,,,,,,,,
Cuba,CUB,99.0,24.1637260389594,9.0,54.218,,37.3051,22606.519449407708,3.4390487630235214,104100.0,3076768704.0,11362599633.0,3.08379144526184,-24910.0,16.6972792040347,69.1005980497939,48.8562091503268,21.1,19272.43396750678,76.8702850341797,19.40883983216645,,,,,,,,,
Curacao,CUW,100.0,27.86230112460977,14.0,,24037.648578273474,,,-0.4764884828480831,444.0,12234490.0,92916698.0,,842.0,18.7561520178619,67.3171800350515,,1.3,,91.3220471649755,,,,,,,,,,
Cayman Islands,CYM,100.0,23.18880701903829,12.0,,64009.31710454644,77.0,,0.3419014939356515,240.0,,,,1107.0,17.6647605142556,76.1787727622987,,0.0,,100.0,,,,,,,,,,
Cyprus,CYP,100.0,22.34402373811031,10.0,54.519,29315.724609375,71.7157,22385.70921701782,-0.7542314304523217,9240.0,2769197925.0,6762607144.0,1.6476676274438802,11277.0,15.9803821479514,71.5197152279025,12.5,10.4,33736.55230100526,67.0402477918073,12.61101116153343,Cyprus,5439.0,0.77,71.6,628.0,109.0,893.0,0.66,383.0
Czechia,CZE,100.0,22.92317627911928,9.0,56.375,34093.02805937477,75.6688,33088.65729431711,1.234536458596125,77210.0,157734319907.0,140399586156.0,0.941202924537164,5037.0,15.2736021042117,66.6295181305301,20.0,14.8,34543.376591974484,73.0370442874355,13.814761325026048,Czechia,6608.0,911.0,68.3,808.0,-0.15,886.0,689.0,206.0
Germany,DEU,100.0,20.095538846288875,13.0,57.442,48545.40072196204,87.5898,78775.67371569782,1.744439890375432,348860.0,1321923182125.0,1050754610489.0,1.11541840455009,1175283.0,13.2101109669446,65.7365353514053,36.4500792393027,14.6,74188.97978687892,80.6974371632814,6.153342195047522,Germany,7037.0,926.0,70.1,889.0,173.0,412.0,722.0,203.0
Djibouti,DJI,59.1,55.03265508590482,10.0,24.089,4263.962888904554,22.9,32045.95519189495,1.7393488019640415,23180.0,4255685632.0,2686600876.0,,1723.0,34.0336739804354,61.8426404446479,12.7272727272727,24.8,12871.1773795368,71.0068853915837,31.94459006889235,,,,,,,,,
Dominica,DMA,96.7,31.56730152821721,12.0,,12092.731599267632,65.0,,5.466412309765673,750.0,38899380.0,215375420.0,,92.0,21.6801590683142,68.6784547649482,21.875,8.7,,69.8679153463528,,,,,,,,,,
Denmark,DNK,100.0,26.27462833901833,10.0,57.558,48897.20997766112,96.3305,111825.17651687052,0.4091029187406292,40000.0,94837981566.0,85587819657.0,1.11481302624419,42284.0,16.9156945448045,64.3803658918722,37.4301675977654,32.5,94224.46433636574,87.7254056577329,6.49450081271859,Denmark,7514.0,0.96,70.5,941.0,218.0,191.0,801.0,218.0
Dominican Republic,DOM,98.6,44.86200489107029,15.0,57.291,14804.097406965937,54.2158,23736.721401606545,2.3811606489326778,48310.0,8945001985.0,18024364059.0,0.643674978238558,-36375.0,29.1898698100371,65.0659009361821,20.7650273224044,14.9,14379.3106325151,74.1372305958285,41.80235585150157,Dominican Republic,5062.0,893.0,63.2,856.0,-68.0,755.0,695.0,295.0
Algeria,DZA,99.4,44.16045005023791,10.0,37.701,13807.351584147766,38.2,18421.18374268455,-4.986744796089553,2381741.0,34542042745.0,49722724388.0,5.55074215961894,-27638.0,29.0409389875628,65.7623256885407,31.6017316017316,0.1,15207.928957458294,70.1433070861612,27.04873841953247,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,96.62182507280696,30.026335991920668,9.0,66.10179654106072,12146.381246446035,43.5,18763.293839042664,2.5308980469026494,15986238.4,3093803541339.0,2264640726790.0,1.6945863952885267,-1000530.0,21.06100703908444,70.14178160770462,19.762665449566427,14.53499351933216,15342.668019700151,54.11146567513566,40.982209707825135,,,,,,,,,
Early-demographic dividend,EAR,86.82715446425773,47.474213481665565,10.0,52.05142710615521,8319.913515249036,,11591.216349462751,3.174513843701696,33321702.01,1859500324589.0,2240847592153.0,2.611181561801968,-3634629.0,30.49324404949262,64.23117280602003,22.16251273973872,23.278883090566406,11517.615833029018,44.45032338933756,58.52380553016985,,,,,,,,,
East Asia & Pacific,EAS,96.95005996213122,29.125099437628137,9.0,65.25290990278252,15476.316987781853,48.3,24758.24382463337,2.5266831059667823,24459693.8,5327199247346.0,4467044123762.0,1.6251547229322612,-211377.0,20.295168958142,69.68274560199679,19.28737412858251,12.982039366434416,23680.591520083653,57.72331434196717,37.98692012298216,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,99.76765898779163,33.5957146344328,9.0,50.701477021026015,16016.953479919375,51.9,19047.195533631093,2.227666649959872,5910951.0,321159697719.0,404858893523.0,1.951054249531811,794379.0,22.819607992154285,67.92416320548745,19.1535150645624,8.893749441355762,15769.96085441884,66.81358449214409,28.811743083377465,,,,,,,,,
Europe & Central Asia,ECS,99.16778025935793,26.51507855498092,10.0,53.0362057783386,30970.511094859947,69.9,48357.86326524439,1.3580995205555126,27444603.257,6401945477411.0,6136820020391.0,1.6745646483765642,3131478.0,17.70348921884893,66.7676293197254,25.743119266055047,12.874448060588588,50465.65756748166,72.68666970098492,14.769043503546907,,,,,,,,,
Ecuador,ECU,98.8,45.16737336194846,15.0,63.284,10877.750746138814,48.9404,20461.6739554645,-5.475632656715348,248360.0,18310392097.0,21305625240.0,2.6720726618256,14724.0,29.0480335787806,64.3119900284178,41.6058394160584,13.1,14091.179314244937,62.959188676731,44.8841060781396,Ecuador,5964.0,856.0,67.5,801.0,-117.0,666.0,816.0,323.0
"Egypt, Arab Rep.",EGY,99.3,55.17269952196714,12.0,40.846,10903.336823118483,37.8194,17769.830640931694,9.930889730359825,995450.0,20572467732.0,69764253751.00009,1.72314742829085,-193298.0,34.0618753661117,61.7368302860934,,5.3,13403.976690104157,42.6056314089048,19.65452054539183,Egypt,4763.0,0.73,62.0,659.0,-88.0,684.0,554.0,344.0
Euro area,EMU,100.0,23.33817365693137,10.0,50.53005044230502,41183.56032264459,,73515.08509882963,1.005135736641087,2736294.66,4114779174628.0,3847222547767.0,1.2915505138212184,1404881.0,15.1814555090145,65.04988819764452,29.692376281765505,16.338469538598396,72761.28947797959,76.08236209346038,10.666060403574752,,,,,,,,,
Eritrea,ERI,45.8,78.02738722224012,8.0,74.649,,1.08373,,,121088.775,440078414.0,410999253.0,,-52965.0,42.1052207888726,53.9621052143488,22.0,81.2,,35.591007232666,48.8095273574756,,,,,,,,,
Spain,ESP,100.0,22.56464197996314,10.0,45.693,35228.6333036223,78.6896,65633.88030168731,0.5524418160457856,499661.0,273346854227.0,311242028230.0,1.25969265356283,-1979.0,14.9967903134298,66.4614550787613,41.1428571428571,16.3,60289.8860319567,79.2454892743023,12.578050309245128,Spain,6381.0,956.0,71.6,732.0,-76.0,822.0,705.0,285.0
Estonia,EST,100.0,24.60080650341181,9.0,57.854,29712.62994737281,88.4097,26965.13364220669,1.306439076945594,43470.0,12735292801.0,14462593715.0,1.98944501754528,4261.0,16.0143270529813,65.0969209844087,23.7623762376238,28.2,34227.29039266158,68.4796609690553,7.56713258685905,Estonia,5629.0,918.0,68.3,815.0,-167.0,569.0,649.0,183.0
Ethiopia,ETH,29.0,79.0432306068347,8.0,76.079,1632.618180068367,13.8552,2844.897468211705,10.836542785101727,1128539.4,2023349522.0,17681394548.0,0.70541465068261,62785.0,42.8518050625533,54.2131245567384,38.7568555758684,91.5,2250.398517969149,19.451566696167,86.8080524689374,Ethiopia,4573.0,626.0,58.3,803.0,112.0,567.0,623.0,237.0
European Union,EUU,99.89291160325936,23.22918284523839,10.0,51.03586228927632,38444.68232020237,,63255.495818577656,1.234536458596125,3996905.3,4888517757725.0,4597894382729.0,1.3025280391064993,1510501.0,15.232482114583012,65.57476702914668,28.26654383540611,17.61227643413266,65913.84140136982,73.8743742665848,11.817177624775,,,,,,,,,
Fragile and conflict affected situations,FCS,50.04322377118595,73.74143326440857,9.0,61.56607758184781,4942.5257901881205,17.9,8539.930934212214,3.001457767969839,20454617.175,273705171094.0,325880103095.0,1.954460545815468,-2441878.0,40.81062558667357,55.34286954892432,18.82585379621789,57.6932200867948,6078.456965280875,43.521048494113344,66.64449583779903,,,,,,,,,
Finland,FIN,100.0,25.78588686267255,9.0,53.253,42257.85937912968,86.4221,105355.59107203064,1.6327023791813389,303910.0,59543527054.0,60268138109.0,1.4581906066834098,12655.0,16.3570111050433,63.4339270226978,41.5,43.2,78121.91275374229,71.3054930040604,10.983224728008675,Finland,7448.0,948.0,70.7,0.93,107.0,223.0,736.0,191.0
Fiji,FJI,93.2,45.47447243249926,,55.741,11519.301218732411,42.5,15871.171844817964,2.5308980469026494,18270.0,838390932.0,2259137120.0,0.910147310120732,-10401.0,29.6312887963788,65.1603347783204,16.0,32.7,15184.90690014181,54.6234188083653,37.9055580534324,,,,,,,,,
France,FRA,100.0,29.004726174038336,10.0,49.862,40905.17677509936,78.006,76162.00655343568,1.13444009013935,538950.0,502384719365.0,569939361153.0,1.86973268204402,-345.0,18.244961483963,62.9034115542196,26.1698440207972,13.3,82340.54293853551,77.7610919150066,7.316759815022741,France,6358.0,896.0,71.7,817.0,-143.0,641.0,0.74,215.0
Faroe Islands,FRO,100.0,33.94752455666161,,,53684.36716534628,94.2,,4.878549553098139,1396.0,1251933344.0,1217993614.0,,499.0,21.0621043697015,62.0419892214711,,7.5,,38.1431503295898,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,73.0,54.769312827806914,,,3288.921606692753,31.5011,,-5.410034672976437,700.0,17575801.0,203718843.0,,-1413.0,34.0020512254462,62.0831436179754,0.0,1.7,,22.3122336099411,,,,,,,,,,
