Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",country,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Belize,BLZ,97.7,42.209268566731645,8.0,54.142,11716.326781865551,70.6537,15920.006227251884,0.5388621548684966,22810.0,263958886.0,1046703844.0,1.0975102664713,-173.0,28.3162997522427,67.0852024742852,12.5,26.6,13602.413953679486,42.3910809205294,30.26323507367842,,,,,,,,,
Bermuda,BMU,100.0,21.643464449219845,13.0,,92319.67148612188,,,1.18454131421106,54.0,47406083.0,1268844866.0,,286.0,14.3330033411706,66.2224662789259,,0.9,,100.0,,,,,,,,,,
Bolivia,BOL,98.6,48.343449717789966,14.0,73.831,11202.440983670713,65.9774,6962.410064248209,2.83614784173389,1083300.0,10985471503.0,9617464965.0,1.32579943750687,-4663.0,30.7897110747146,63.6895244714713,46.1538461538462,12.8,5342.29244092104,70.3450412826165,66.0892897307924,Bolivia,5569.0,798.0,63.6,862.0,-55.0,812.0,721.0,403.0
Brazil,BRA,99.5,29.404119294453256,14.0,54.238,18075.70600487568,80.6899,18024.471450788697,13.04727085963428,8358140.0,281322015768.0,232344764268.0,1.14903763026142,-208581.0,20.4706372304111,69.6182628596073,15.2046783625731,46.5,18341.221519085928,87.1360781715439,29.37980500625892,Brazil,6.01,814.0,65.75,792.0,89.0,739.0,662.0,407.0
Barbados,BRB,100.0,26.78173719376392,11.0,55.515,17682.73145374831,77.8697,32684.647977253,10.102763863743874,430.0,270455407.0,1665946187.0,,-28.0,17.9002752116365,66.8376180459442,20.0,5.5,35796.258655850266,59.3220365433819,18.93838066502848,,,,,,,,,
Brunei Darussalam,BRN,100.0,29.336859693279727,9.0,60.761,78248.797127611,97.6288,157302.45851060582,15.46592870217178,5270.0,11011753544.0,8273109805.0,3.2363674820972204,0.0,21.3389695619304,72.7380094549616,9.09090909090909,0.0,32725.95964635508,74.7667316936175,5.396454856624097,,,,,,,,,
Bhutan,BTN,100.0,31.83890288496194,,65.776,13458.812666742975,85.6369,12726.007038118163,7.628013430589277,38140.0,669332011.0,3471235930.0,,287.0,22.6702465627646,71.2031146127722,17.0212765957447,81.8,9902.496234749198,40.3075199874379,70.1985949024013,,,,,,,,,
Botswana,BWA,73.7,51.27889237802161,,49.208,17960.625444743728,78.738,42651.63397095308,8.381543870806013,566730.0,7074739488.0,7467738674.0,3.0455693242641897,-4083.0,32.5854419461985,63.545526112348,10.7692307692308,27.4,19621.57373974132,66.5182767068255,26.11446898516882,,,,,,,,,
Central African Republic,CAF,15.7,100.46823182428332,10.0,67.76,1128.5523799645855,,2348.6520520921204,3.185766469003525,622980.0,60106046.0,483254461.0,2.14924843936704,-85646.0,49.0033156628391,48.7749163748753,12.8571428571429,90.9,2178.9852448983343,42.8547782897949,79.83111169984821,,,,,,,,,
Canada,CAN,100.0,23.934883786022485,10.0,60.288,56995.11767813512,93.9371,107026.682675782,7.785020110746842,8788700.0,501644574705.0,513395816286.0,1.25420081409628,198867.0,15.7430879139749,65.7746528539238,30.4733727810651,23.8,75972.93983818548,82.1779279079275,10.11159830262946,Canada,6939.0,926.0,71.4,898.0,191.0,384.0,763.0,276.0
Central Europe and the Baltics,CEB,99.98701211822892,23.81869693098472,10.0,54.86653232726546,39608.25465302954,,28758.09756247648,4.29149270003289,1104953.23,1099320571753.0,1143415785253.0,1.8291432321328067,36967.0,15.486876991581966,65.01983491016409,24.212962962962973,,32464.18069280094,61.54910995408439,14.1634328367646,,,,,,,,,
Switzerland,CHE,100.0,22.849414071612152,11.0,64.341,81001.41112061175,95.5694,220675.26138208128,1.3215013467958556,39509.63,379304371273.0,320194907652.0,0.6728924736551201,50665.0,15.0790106400884,65.9929595917595,42.5,27.7,145128.13968834444,84.2006477608879,9.62881873020718,Switzerland,7328.0,934.0,72.9,908.0,24.0,287.0,747.0,183.0
Channel Islands,CHI,100.0,22.379487737826288,,53.978,,,,0.2168406358200201,198.0,,,,933.0,14.7930023209649,66.1007190792906,,,,32.8148141071941,4.554772820455479,,,,,,,,,
Chile,CHL,100.0,26.24710249426836,12.0,52.211,29089.85045972798,90.2328,35635.97654009003,6.868826370513489,742831.64,94228993277.0,89230639264.0,1.6474241515743,65480.0,18.0965848962091,68.9469814817118,35.4838709677419,24.2,28186.16051603323,88.4660511664452,21.8411063330398,Chile,6436.0,891.0,70.3,803.0,-0.05,859.0,735.0,221.0
China,CHN,100.0,25.40274971183904,9.0,64.056,20843.29783473765,73.0532,26365.13989452252,4.473861320788885,9388210.0,3367986164865.0,2519858236545.0,1.60525971842503,-379749.0,17.5818540220458,69.2124049434275,24.9411764705882,15.2,25957.08448251167,64.721076965332,35.0980643322894,China,5863.0,856.0,68.75,875.0,22.0,,698.0,0.24
Cote d'Ivoire,CIV,71.1,75.62227319596839,10.0,64.496,6045.204804908794,35.9507,10182.897783268703,3.930131375443693,318000.0,28654708458.0,13526872871.0,0.876213826792915,1322.0,41.9798856848812,55.5125937101364,14.1732283464567,58.2,7589.996302109438,52.3183461956059,70.8756847520827,Ivory Coast,5056.0,554.0,55.95,717.0,-2.0,716.0,626.0,345.0
Cameroon,CMR,65.4,77.05258963496559,6.0,62.718,4793.556282001956,42.0405,6942.791911440275,2.921039333755914,472710.0,4296545061.0,6938885711.0,0.985208787517684,-9888.0,42.3158091569294,54.9180882270139,33.8888888888889,79.2,4785.423416273853,54.5548664463635,68.47338906377036,Cameroon,4963.0,695.0,55.85,715.0,-26.0,849.0,612.0,347.0
"Congo, Dem. Rep.",COD,20.8,90.6795981313049,6.0,60.257,1402.3856029522096,28.4193,8449.16060684919,27.79204850750064,2267050.0,21406981266.0,7213425549.0,0.5331788148476471,-64639.0,46.0943099215633,50.832061912679,12.8,96.3,2014.183641428914,43.6290681792218,82.5934626014836,,,,,,,,,
"Congo, Rep.",COG,49.7,74.6398403667856,10.0,51.124,6263.211612926363,33.3461,13438.742958371648,23.29071800991236,341500.0,2362340335.0,2351225110.0,2.34034890602655,-4476.0,41.5436435019075,55.658794032704,11.2582781456954,71.4,5284.748653009381,63.6179125824196,76.21308939414247,Congo (Brazzaville),4921.0,568.0,56.85,738.0,-19.0,733.0,568.0,0.42
Colombia,COL,100.0,30.43157236900484,12.0,55.389,17383.090172829532,73.0284,17373.312270543745,7.802113095458836,1109500.0,40736909067.0,59945408387.0,3.1957582534691,199070.0,21.2984499241802,69.9880002555668,18.8235294117647,29.7,13763.378698954471,77.8339570326128,44.53074583329745,Colombia,5.29,793.0,69.35,775.0,-63.0,831.0,752.0,348.0
Comoros,COM,87.9,66.04762309358935,6.0,52.77,3377.885184825867,30.6812,2074.154285473543,-1.1676130635863444,1861.0,34213830.0,326122007.0,,-1766.0,38.0040565918395,57.5402924437269,16.6666666666667,41.2,4259.640218428225,32.4124444313246,57.174185931825946,,,,,,,,,
Cabo Verde,CPV,95.5,42.49454934386441,10.0,46.636,7685.419213936686,70.2825,5512.267643631796,1.3499011255834432,4030.0,168276209.0,1256812370.0,0.546659834120196,0.0,27.9920216626762,65.871800777704,38.8888888888889,22.6,10795.92083920634,74.1607930892827,35.9508466956392,,,,,,,,,
Costa Rica,CRI,100.0,29.485666349043843,13.0,52.416,23852.925302000167,82.749,37264.695748066326,2.374130825805395,51060.0,14359765852.0,18094685055.0,,1018.0,20.2971746471706,68.8374526616913,45.6140350877193,34.2,31298.46013088178,77.9868940200009,25.41658802052516,Costa Rica,6408.0,876.0,70.0,887.0,-27.0,782.0,774.0,318.0
Caribbean small states,CSS,98.17469909025496,33.2135962005454,7.0,52.57108992289283,23493.30543754314,,43142.90572418203,3.823321911252173,398527.61,17943218213.0,20361233796.0,,3618.0,22.64520488414218,68.18034184405263,25.45454545454546,,28196.755637375325,50.12354190640936,22.02013702116091,,,,,,,,,
Cuba,CUB,100.0,23.01951791621256,9.0,51.673,,67.6435,20242.350266650938,401.586415836903,103800.0,1964848366.0,8372061936.0,,-11976.0,15.7659497785886,68.4894721744236,53.4129692832764,20.9,19511.411184486056,77.0987701416016,20.51275483540199,,,,,,,,,
Curacao,CUW,100.0,23.196173515204794,14.0,,24905.76844532444,,,3.758499999999998,444.0,133252181.0,1052079589.0,,503.0,15.9399291474763,68.7172347549706,,2.8,,91.391865832772,,,,,,,,,,
Cayman Islands,CYM,100.0,21.539329010431352,12.0,,74160.4914000191,,,2.1931979118771494,240.0,,,,965.0,16.3456120957102,75.8905965838177,,0.0,,100.0,,,,,,,,,,
Cyprus,CYP,100.0,22.790333819513272,10.0,61.482,45322.54296875,90.7595,25294.65573543454,3.0340631481249574,9240.0,3404050563.0,10037789812.0,1.78406744246115,9341.0,15.9894588093829,70.1591161068193,14.2857142857143,15.6,37975.66744462685,66.6718365394971,9.903631208967573,Cyprus,6269.0,855.0,72.8,718.0,-36.0,876.0,641.0,275.0
Czechia,CZE,100.0,25.34772407658713,10.0,57.784,47796.0337408466,82.6706,34789.89860021607,4.034426374971915,77186.83,226426896584.0,209648514800.0,1.35325325729994,4111.0,16.0689157611579,63.3939300705344,25.0,17.2,39869.71260587134,72.6810594374316,13.247842663646669,Czechia,6942.0,0.95,69.05,891.0,159.0,863.0,716.0,0.24
Germany,DEU,100.0,21.65008992539274,13.0,58.224,62530.765319923936,91.4306,81452.25324619818,2.696778400828876,349390.0,1622729081140.0,1411091766219.0,1.2998237434923798,310264.0,13.8577309430111,64.007731691245,34.9184782608696,17.6,77285.57477971536,81.6325870653934,4.886592515186759,Germany,6755.0,868.0,71.3,778.0,75.0,418.0,703.0,251.0
Djibouti,DJI,65.4,46.94779474858418,10.0,23.003,5960.108073968246,61.4112,43020.54427672272,3.3537527249614385,23180.0,3832199573.0,4020170104.0,,1300.0,30.4978470418676,64.9610969205742,26.1538461538462,26.6,14719.55783187488,72.2882954556515,30.896676373129868,,,,,,,,,
Dominica,DMA,100.0,26.82280444712574,12.0,,15808.9743503945,82.6979,,0.9885723841605908,750.0,14583410.0,189675595.0,,-224.0,18.5254903127883,69.0634207315259,34.375,8.8,,72.2613620044042,,,,,,,,,,
Denmark,DNK,100.0,25.43953550202896,10.0,59.493,69715.18096809289,98.8659,127014.92324089009,3.044354201347033,40000.0,125033424271.0,120168575971.0,1.29155763565745,26887.0,16.1739311718656,63.5779425764326,39.6648044692737,39.5,97948.6482620287,88.2616449318149,6.267236140474011,Denmark,7699.0,945.0,71.25,933.0,131.0,173.0,792.0,206.0
Dominican Republic,DOM,98.1,41.86575388843909,15.0,58.309,22053.458986995527,85.243,27485.40893132065,7.221033502421847,48198.02,11608868133.0,29217246297.0,0.647239948925026,-17957.0,27.4364069035797,65.5342478167008,27.8947368421053,14.8,16136.094528536312,72.9243347395035,40.62285798547267,Dominican Republic,6031.0,857.0,64.4,859.0,-86.0,677.0,734.0,275.0
Algeria,DZA,99.8,49.02070303277618,10.0,33.177,14496.865469729872,72.2124,21246.16503104646,15.932599590238569,2381740.0,38422423016.0,37949316943.0,4.890032705969969,-10803.0,30.9168972817222,63.0690613740293,8.10810810810811,0.1,17816.42992015024,73.6199218261573,26.21215464831158,Algeria,5217.0,841.0,66.6,558.0,-113.0,712.0,498.0,258.0
East Asia & Pacific (excluding high income),EAP,97.95992099102948,29.29227043515651,9.0,63.869740710090426,17966.23221158597,77.6,23185.85941577389,3.713448366875525,16001111.47,4631691457272.0,3748750887849.0,1.5421532276570198,-369368.0,20.113326192619795,68.66427824161144,21.57335223245925,,20658.82743948432,60.352613168432896,39.37833134253573,,,,,,,,,
Early-demographic dividend,EAR,95.2423338887017,43.39993664091513,10.0,51.10520358707372,10813.116418746176,,12533.117711590236,6.206208081183036,33330098.5,2438683398741.0,2836129381550.0,2.245234593451733,-1734630.0,28.412075176479973,65.46570647010921,24.27935943060498,,12240.258418376545,46.37526007794117,57.50841094675521,,,,,,,,,
East Asia & Pacific,EAS,98.1534049450822,28.39233953534367,9.0,63.47631953303147,21508.49576298821,78.8,29199.31350807703,3.1805178629798974,24484453.47,7549704617541.001,6586568652309.0,1.5740058370617651,-509583.0,19.361577827513106,68.19296355503032,21.38448505385453,,27954.556734145423,63.23519298303714,36.42544900753527,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,99.96164648355165,35.040897587075634,9.5,50.11889064803547,22060.178273509915,79.1,22523.767880959866,8.472511606393468,5907793.0,484508088180.9999,531568558737.0,2.025677472053504,-142173.0,23.208408800079606,66.23234915363804,26.423936553713048,,19261.790801167288,68.150425455559,27.155902006084577,,,,,,,,,
Europe & Central Asia,ECS,99.98819311723918,27.44416829698789,10.0,53.80510456005645,42240.43758456276,86.3,52973.93480386676,3.739341562675605,27440964.947999995,8573680974902.001,8410592474610.999,1.7312232295623788,1733764.0,17.84918485204721,65.03817167417262,31.13371826597012,,53033.670551254094,73.62258644142118,13.652670223235278,,,,,,,,,
Ecuador,ECU,100.0,39.14917927771256,15.0,62.728,13507.444563837456,69.1148,19049.013043235187,2.1747440659328987,248360.0,26659456927.0,25606677169.0,2.24210709535338,-28503.0,25.9766482079736,66.352985667233,39.4160583941606,18.9,14580.557309689311,63.0871268249117,52.1511278170763,Ecuador,5435.0,786.0,69.0,821.0,-83.0,775.0,742.0,403.0
"Egypt, Arab Rep.",EGY,100.0,53.47721842738401,12.0,39.788,15579.01608615512,72.056,16692.936950608193,4.8471564324411816,995450.0,40177968693.0,72111757214.0,1.12200927143154,6161.0,33.1918381396874,62.0672499568481,27.7027027027027,6.1,14429.38339178195,42.5686062621468,23.66502407804681,Egypt,4026.0,717.0,63.5,704.0,-226.0,0.58,387.0,325.0
Euro area,EMU,100.0,22.975342705324945,11.0,52.24352118083831,54157.62435396572,,77678.65147365398,2.5244771948343896,2736325.404,5437819381426.001,5311505134619.999,1.4831673963130738,924167.0,14.689787069789432,63.93718651538526,34.48275862068966,,74046.2593455523,77.03332779007475,9.68961992239521,,,,,,,,,
Eritrea,ERI,52.5,70.86589005630992,8.0,72.892,,18.3844,,,121178.2,496568926.0,333249109.0,,-14966.0,39.7738571295956,56.1255310530798,,80.7,,34.9871139526367,48.6544722191247,,,,,,,,,
Spain,ESP,100.0,20.984721271221886,10.0,48.73,44251.66582226214,93.8975,59666.27727722962,2.556112365016133,499733.244,371539422508.0,418629897811.0,1.33768901652321,144385.0,13.9083161586305,66.2783015470184,43.4285714285714,19.0,57941.44651273513,79.7846242983598,11.438002441685642,Spain,6.47,926.0,72.35,782.0,-74.0,729.0,639.0,324.0
Estonia,EST,100.0,25.926428006587827,9.0,59.283,44251.53749834551,90.9797,35520.838046123026,4.29149270003289,42750.0,21203639492.0,23455339429.0,2.01231933389152,7043.0,16.3814966703573,63.1847055320839,25.7425742574257,38.0,39110.17759524334,70.1777274135822,7.087914251869986,Estonia,6554.0,946.0,69.65,926.0,47.0,441.0,761.0,176.0
Ethiopia,ETH,54.2,70.48499211118632,8.0,65.567,2588.413102158837,16.6981,7456.084597591155,21.76327257170054,1128505.6,3054577948.0,15284363299.0,1.60917093329444,-1377.0,40.0647936913075,56.8415943336368,42.5882352941177,90.6,2733.6579356256684,22.1067085266113,85.3372193352939,,,,,,,,,
European Union,EUU,99.99708341459424,23.29154389503123,10.0,52.96864486526831,51846.51616108205,,67047.68683290422,2.6973187541095456,3996792.234,6584827851522.001,6474034317883.999,1.4991964809967997,1023760.0,14.929489030705383,64.09832552600633,32.72143184947224,,68078.1407788701,74.6469353508505,10.59067524935038,,,,,,,,,
Fragile and conflict affected situations,FCS,57.83322559296618,70.50999851783187,9.0,57.398861767530846,5760.781910952039,32.3,7662.338115747745,9.5828024232559,20454306.229,335073327190.9999,344789552328.0,1.682349910752727,-1268250.0,39.695778537203296,56.2980833006813,21.56597535317104,,5520.0224088120685,45.24308178999771,67.33105847360098,,,,,,,,,
Finland,FIN,100.0,25.05946416698662,10.0,55.216,56790.376617769165,92.8081,102681.99242310294,2.4928420246526457,303947.7,81636052325.0,85505094037.0,1.30243925969996,22484.0,15.4543387339099,61.6707046917791,46.0,50.2,81383.48725296551,73.3710215780329,10.544796917470748,Finland,7794.0,0.97,71.15,963.0,-37.0,192.0,752.0,175.0
Fiji,FJI,92.1,42.50858850506204,,51.615,10322.427963885417,74.4958,15991.708186746184,-1.8141761925123767,18270.0,764195801.0,2084466618.0,1.59594278733602,-6008.0,28.0081181528312,65.8882134064062,21.5686274509804,29.7,12039.038912725582,57.6618364761928,33.8612658049478,,,,,,,,,
France,FRA,100.0,27.94826208313531,13.0,51.179,52517.33549058552,86.0955,76263.46680111332,1.2218161407342478,538950.0,581186530948.0,713615666139.0,1.98022225807935,131465.0,17.2452061536194,61.7040398746753,39.5147313691508,16.2,81673.04403626619,78.7364603392338,7.673587202520727,France,6656.0,915.0,72.3,837.0,-102.0,561.0,685.0,268.0
Faroe Islands,FRO,100.0,33.51321686636788,,,68426.79432188983,,,3.4254765826885745,1370.0,1577636388.0,1518531208.0,,662.0,20.6238273921201,61.5403377110694,,5.1,,38.8083763122559,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,83.6,52.21435153190509,8.0,,3946.416081091658,,,1.857230574395416,700.0,235536378.0,418356385.0,,-1190.0,32.4897311970042,62.2228990947328,7.14285714285714,2.1,,22.3928762855411,,,,,,,,,,
Gabon,GAB,91.8,62.21832788283805,10.0,38.22,18523.57980321933,68.6436,69093.88768140244,20.338409182715907,257670.0,8022746023.0,3562987443.0,1.6021811332074198,1503.0,36.8222492996657,59.1823317998487,16.1971830985916,91.3,20360.80830521061,90.7881967286967,29.974926076357868,Gabon,5075.0,754.0,58.25,699.0,-205.0,766.0,0.62,362.0
United Kingdom,GBR,100.0,28.109943558023176,11.0,58.959,51004.42717142381,96.1965,102210.34753619862,0.7117565338593295,241930.0,454686031247.0,679125449779.0,2.07241748249759,462967.0,17.8347922924352,63.4465589396069,34.2592592592593,12.2,83372.61846190492,82.9886431523641,11.790098056319678,United Kingdom,6867.0,854.0,70.3,815.0,254.0,448.0,684.0,266.0
